code_muni,name_muni,abbrev_state,n_anos,distribuicao,idf_k,idf_a,idf_b,idf_c,idf_r2,intensidade_tr100_24h_mm_h,chuva_max_media_mm,pct_anos_vizinhanca
2917359,Jaborandi,BA,65,Gama,611.68,0.1535,11.827,0.758,0.9989,4.81,51.7,0.0
2928109,Santa Maria da Vitória,BA,65,Gumbel,640.97,0.1677,11.827,0.758,0.999,5.38,55.2,0.0
2929057,São Félix do Coribe,BA,65,GEV,632.6,0.1596,11.827,0.758,0.9989,5.12,53.6,0.0
2904852,Cabaceiras do Paraguaçu,BA,65,GEV,537.65,0.1673,11.827,0.758,0.999,4.51,46.2,0.0
2904902,Cachoeira,BA,65,Gama,650.2,0.1654,11.827,0.758,0.9988,5.39,55.5,0.0
2907301,Castro Alves,BA,65,GEV,507.95,0.1415,11.827,0.758,0.999,3.78,42.4,0.0
2908309,Conceição do Almeida,BA,65,GEV,626.41,0.0822,11.827,0.758,0.9989,3.55,47.5,0.0
2909802,Cruz das Almas,BA,65,GEV,605.64,0.14,11.827,0.758,0.999,4.48,50.5,0.0
2911600,Governador Mangabeira,BA,65,Weibull,597.19,0.1359,11.827,0.758,0.9987,4.32,47.7,0.0
2922300,Muritiba,BA,65,Weibull,597.19,0.1359,11.827,0.758,0.9987,4.32,47.7,0.0
2929008,São Félix,BA,65,GEV,604.69,0.1538,11.827,0.758,0.999,4.76,51.2,0.0
2929107,São Felipe,BA,65,GEV,612.59,0.1441,11.827,0.758,0.9989,4.61,50.9,0.0
2929602,Sapeaçu,BA,65,GEV,571.05,0.1546,11.827,0.758,0.9989,4.51,47.7,0.0
2901106,Amélia Rodrigues,BA,65,GEV,713.16,0.1483,11.827,0.758,0.9989,5.48,59.7,0.0
2902302,Aratuípe,BA,65,GEV,600.62,0.1878,11.827,0.758,0.9991,5.55,54.4,0.0
2916104,Itaparica,BA,65,Weibull,963.05,0.1217,11.827,0.758,0.9988,6.53,75.5,0.0
2917805,Jaguaripe,BA,65,Gama,693.07,0.1608,11.827,0.758,0.9987,5.62,57.8,0.0
2920601,Maragogipe,BA,65,Gumbel,632.47,0.1642,11.827,0.758,0.999,5.23,54.6,0.0
2922508,Nazaré,BA,65,Gama,686.25,0.1638,11.827,0.758,0.9987,5.64,57.1,0.0
2927309,Salinas da Margarida,BA,65,GEV,923.31,0.1186,11.827,0.758,0.9988,6.18,72.7,0.0
2933208,Vera Cruz,BA,65,Weibull,976.26,0.1332,11.827,0.758,0.9987,6.97,77.2,0.0
2905701,Camaçari,BA,65,Gama,888.94,0.154,11.827,0.758,0.9988,7.0,73.5,0.0
2906501,Candeias,BA,65,Weibull,930.17,0.1346,11.827,0.758,0.9987,6.69,73.7,0.0
2907509,Catu,BA,65,GEV,767.86,0.1186,11.827,0.758,0.9987,5.13,59.4,0.0
2910057,Dias d'Ávila,BA,65,Weibull,899.3,0.1161,11.827,0.758,0.9988,5.95,69.1,0.0
2915908,Itanagra,BA,65,Weibull,854.92,0.1393,11.827,0.758,0.9986,6.27,67.4,0.0
2919207,Lauro de Freitas,BA,65,Gumbel,920.89,0.176,11.827,0.758,0.9989,8.03,78.8,0.0
2919926,Madre de Deus,BA,65,Log-Normal,833.4,0.1955,11.827,0.758,0.9989,7.95,73.5,0.0
2921005,Mata de São João,BA,65,Normal,909.5,0.1012,11.827,0.758,0.999,5.63,69.6,0.0
2925204,Pojuca,BA,65,GEV,804.59,0.1361,11.827,0.758,0.9988,5.83,64.9,0.0
2927408,Salvador,BA,65,Gama,990.21,0.1351,11.827,0.758,0.9989,7.15,79.8,0.0
2928604,Santo Amaro,BA,65,GEV,631.26,0.2164,11.827,0.758,0.9993,6.68,60.4,0.0
2929206,São Francisco do Conde,BA,65,Gama,905.67,0.1539,11.827,0.758,0.9988,7.12,74.2,0.0
2929503,São Sebastião do Passé,BA,65,Gumbel,796.64,0.1682,11.827,0.758,0.9989,6.71,68.4,0.0
2929750,Saubara,BA,65,Weibull,846.75,0.1541,11.827,0.758,0.9985,6.65,68.5,0.0
2930709,Simões Filho,BA,65,Gumbel,884.78,0.1689,11.827,0.758,0.9989,7.47,76.1,0.0
2931707,Terra Nova,BA,65,Gumbel,704.79,0.1548,11.827,0.758,0.9991,5.59,60.9,0.0
2910206,Dom Macedo Costa,BA,65,Weibull,617.83,0.1142,11.827,0.758,0.9989,4.06,49.0,0.0
2922201,Muniz Ferreira,BA,65,Gama,637.53,0.1275,11.827,0.758,0.999,4.46,52.1,0.0
2928703,Santo Antônio de Jesus,BA,65,Gama,632.11,0.1283,11.827,0.758,0.999,4.43,51.7,0.0
2933174,Varzedo,BA,65,GEV,560.69,0.1456,11.827,0.758,0.9988,4.25,46.2,0.0
2900306,Acajutiba,BA,65,Weibull,623.93,0.1422,11.827,0.758,0.9986,4.64,49.9,0.0
2900702,Alagoinhas,BA,65,GEV,621.52,0.1689,11.827,0.758,0.9989,5.25,53.1,0.0
2901908,Aporá,BA,65,Gama,548.84,0.1343,11.827,0.758,0.9988,3.95,43.8,0.0
2902054,Araçás,BA,65,Weibull,780.07,0.1463,11.827,0.758,0.9985,5.91,61.6,0.0
2902203,Aramari,BA,65,Log-Normal,615.44,0.151,11.827,0.758,0.9989,4.79,50.8,0.0
2907004,Cardeal da Silva,BA,65,Gumbel,682.96,0.1746,11.827,0.758,0.9989,5.91,58.3,0.0
2908606,Conde,BA,65,Weibull,700.99,0.178,11.827,0.758,0.9986,6.14,60.8,0.0
2909604,Crisópolis,BA,65,Log-Normal,509.95,0.1403,11.827,0.758,0.9989,3.78,41.4,0.0
2910503,Entre Rios,BA,65,Weibull,776.51,0.1387,11.827,0.758,0.9986,5.69,61.8,0.0
2910602,Esplanada,BA,65,Gumbel,656.96,0.1691,11.827,0.758,0.9989,5.55,56.3,0.0
2913705,Inhambupe,BA,65,GEV,533.15,0.1517,11.827,0.758,0.9989,4.16,44.4,0.0
2916500,Itapicuru,BA,65,GEV,395.46,0.2332,11.827,0.758,0.9992,4.51,37.9,0.0
2917904,Jandaíra,BA,65,Gama,717.36,0.1732,11.827,0.758,0.9987,6.16,61.5,0.0
2927002,Rio Real,BA,65,GEV,566.85,0.1883,11.827,0.758,0.999,5.24,50.2,0.0
2929701,Sátiro Dias,BA,65,Gama,427.23,0.2056,11.827,0.758,0.9982,4.23,36.5,0.0
2908408,Conceição do Coité,BA,65,GEV,486.76,0.1767,11.827,0.758,0.9987,4.24,40.7,0.0
2922656,Nordestina,BA,65,Log-Normal,446.52,0.2196,11.827,0.758,0.9986,4.74,39.7,0.0
2925808,Queimadas,BA,65,GEV,480.04,0.2159,11.827,0.758,0.9989,5.03,43.3,0.0
2926103,Retirolândia,BA,65,Gumbel,479.59,0.189,11.827,0.758,0.9987,4.43,40.7,0.0
2928000,Santaluz,BA,65,Gumbel,466.73,0.1818,11.827,0.758,0.9988,4.17,39.9,0.0
2928950,São Domingos,BA,65,Log-Normal,457.33,0.2233,11.827,0.758,0.9987,4.94,41.3,0.0
2933000,Valente,BA,65,Weibull,475.94,0.1972,11.827,0.758,0.9981,4.53,39.9,0.0
2900355,Adustina,BA,65,Gama,446.11,0.1943,11.827,0.758,0.9984,4.2,37.9,0.0
2901601,Antas,BA,65,GEV,382.34,0.2585,11.827,0.758,0.9989,4.87,36.5,0.0
2907806,Cícero Dantas,BA,65,GEV,379.21,0.2711,11.827,0.758,0.9991,5.14,37.7,0.0
2910750,Fátima,BA,65,Weibull,457.78,0.2197,11.827,0.758,0.9979,4.82,39.6,0.0
2911857,Heliópolis,BA,65,GEV,423.05,0.2494,11.827,0.758,0.9989,5.17,39.9,0.0
2923803,Paripiranga,BA,65,Weibull,514.26,0.1405,11.827,0.758,0.9986,3.8,40.9,0.0
2906808,Cansanção,BA,65,Gumbel,418.58,0.1864,11.827,0.758,0.9987,3.82,35.9,0.0
2906824,Canudos,BA,65,Gama,416.59,0.2065,11.827,0.758,0.9982,4.14,35.7,0.0
2910701,Euclides da Cunha,BA,65,Gama,409.49,0.2009,11.827,0.758,0.9983,3.97,35.1,0.0
2921500,Monte Santo,BA,65,GEV,505.08,0.1738,11.827,0.758,0.9987,4.35,42.4,0.0
2925907,Quijingue,BA,65,GEV,350.01,0.2706,11.827,0.758,0.9991,4.73,34.7,0.0
2906402,Candeal,BA,65,Normal,561.0,0.105,11.827,0.758,0.9989,3.53,42.7,0.0
2906857,Capela do Alto Alegre,BA,65,Gumbel,495.67,0.1796,11.827,0.758,0.9988,4.39,42.3,0.0
2911253,Gavião,BA,65,Log-Normal,479.2,0.1918,11.827,0.758,0.9988,4.49,41.5,0.0
2913309,Ichu,BA,65,Log-Normal,494.42,0.1662,11.827,0.758,0.9988,4.12,41.0,0.0
2919108,Lamarão,BA,65,Log-Normal,518.23,0.1525,11.827,0.758,0.9988,4.05,41.9,0.0
2922730,Nova Fátima,BA,65,Weibull,494.1,0.1804,11.827,0.758,0.9982,4.36,40.7,0.0
2924058,Pé de Serra,BA,65,Log-Normal,526.78,0.147,11.827,0.758,0.9988,4.01,42.1,0.0
2926301,Riachão do Jacuípe,BA,65,Gumbel,483.6,0.1825,11.827,0.758,0.9988,4.34,41.0,0.0
2909208,Coronel João Sá,BA,65,GEV,372.8,0.2129,11.827,0.758,0.9991,3.87,34.6,0.0
2918100,Jeremoabo,BA,65,Gama,453.38,0.1819,11.827,0.758,0.9985,4.04,38.2,0.0
2923050,Novo Triunfo,BA,65,Gama,417.04,0.2052,11.827,0.758,0.9982,4.13,35.8,0.0
2924207,Pedro Alexandre,BA,65,Gumbel,407.91,0.1785,11.827,0.758,0.9988,3.59,34.9,0.0
2930766,Sítio do Quinto,BA,65,GEV,340.34,0.254,11.827,0.758,0.9991,4.26,33.2,0.0
2932002,Uauá,BA,65,Log-Normal,502.99,0.1488,11.827,0.758,0.9988,3.86,40.2,0.0
2927606,Santa Brígida,BA,65,Normal,480.59,0.1171,11.827,0.758,0.9988,3.19,35.8,0.0
2902658,Banzaê,BA,65,GEV,355.07,0.2842,11.827,0.758,0.9992,5.12,36.2,0.0
2907905,Cipó,BA,65,Weibull,492.95,0.1672,11.827,0.758,0.9984,4.1,39.6,0.0
2922904,Nova Soure,BA,65,Weibull,455.61,0.2057,11.827,0.758,0.9978,4.5,37.8,0.0
2923100,Olindina,BA,65,Weibull,457.2,0.1419,11.827,0.758,0.9985,3.39,35.9,0.0
2926509,Ribeira do Amparo,BA,65,Log-Normal,440.44,0.2558,11.827,0.758,0.9985,5.51,41.0,0.0
2926608,Ribeira do Pombal,BA,65,GEV,396.56,0.2694,11.827,0.758,0.9989,5.31,38.3,0.0
2931905,Tucano,BA,65,Log-Normal,430.87,0.2435,11.827,0.758,0.9986,5.11,39.9,0.0
2902104,Araci,BA,65,GEV,419.8,0.2121,11.827,0.758,0.9989,4.32,37.8,0.0
2903276,Barrocas,BA,65,Gama,480.49,0.2003,11.827,0.758,0.9983,4.65,41.0,0.0
2903607,Biritinga,BA,65,Normal,494.54,0.1214,11.827,0.758,0.9987,3.35,36.5,0.0
2930501,Serrinha,BA,65,Log-Normal,485.12,0.1758,11.827,0.758,0.9987,4.22,40.4,0.0
2931509,Teofilândia,BA,65,Gama,466.9,0.2109,11.827,0.758,0.9982,4.74,40.2,0.0
2902252,Arataca,BA,65,Gama,645.05,0.1472,11.827,0.758,0.9988,4.92,53.2,0.0
2905602,Camacan,BA,65,Weibull,652.5,0.1283,11.827,0.758,0.9988,4.56,51.9,0.0
2906303,Canavieiras,BA,65,GEV,643.76,0.1404,11.827,0.758,0.9989,4.77,53.2,0.0
2918555,Jussari,BA,65,Log-Normal,622.63,0.1191,11.827,0.758,0.9991,4.2,51.3,0.0
2920908,Mascote,BA,65,Weibull,628.06,0.1275,11.827,0.758,0.9988,4.38,49.7,0.0
2923902,Pau Brasil,BA,65,Weibull,609.73,0.1607,11.827,0.758,0.9986,4.93,50.7,0.0
2928059,Santa Luzia,BA,65,GEV,626.02,0.1533,11.827,0.758,0.9989,4.92,52.3,0.0
2932507,Una,BA,65,Log-Normal,669.5,0.1391,11.827,0.758,0.999,4.93,54.9,0.0
2903409,Belmonte,BA,65,Gumbel,617.16,0.1653,11.827,0.758,0.999,5.13,53.0,0.0
2910727,Eunápolis,BA,65,Gama,633.57,0.133,11.827,0.758,0.999,4.54,51.9,0.0
2911808,Guaratinga,BA,65,GEV,585.63,0.1739,11.827,0.758,0.9991,5.07,51.7,0.0
2914653,Itabela,BA,65,Weibull,660.32,0.1562,11.827,0.758,0.9986,5.24,54.6,0.0
2915304,Itagimirim,BA,65,GEV,578.78,0.1679,11.827,0.758,0.9989,4.86,49.5,0.0
2916302,Itapebi,BA,65,Log-Normal,574.25,0.1529,11.827,0.758,0.999,4.51,48.5,0.0
2925303,Porto Seguro,BA,65,Log-Normal,616.24,0.2311,11.827,0.758,0.9988,6.91,57.0,0.0
2927705,Santa Cruz Cabrália,BA,65,GEV,624.32,0.1984,11.827,0.758,0.9991,6.06,56.8,0.0
2900900,Almadina,BA,65,Weibull,608.0,0.1746,11.827,0.758,0.9984,5.24,51.1,0.0
2902401,Aurelino Leal,BA,65,Normal,608.09,0.0983,11.827,0.758,0.999,3.72,46.8,0.0
2903300,Barro Preto,BA,65,Gama,618.42,0.1725,11.827,0.758,0.9988,5.3,53.8,0.0
2904704,Buerarema,BA,65,Weibull,723.03,0.1311,11.827,0.758,0.9987,5.12,57.2,0.0
2908002,Coaraci,BA,65,Weibull,586.63,0.1743,11.827,0.758,0.9985,5.05,50.1,0.0
2910909,Firmino Alves,BA,65,Weibull,651.75,0.1282,11.827,0.758,0.9988,4.56,52.0,0.0
2911006,Floresta Azul,BA,65,GEV,585.64,0.1831,11.827,0.758,0.999,5.28,51.5,0.0
2912103,Ibicaraí,BA,65,Gama,586.8,0.209,11.827,0.758,0.9983,5.91,51.8,0.0
2912707,Ibirapitanga,BA,65,Gumbel,547.75,0.1728,11.827,0.758,0.9989,4.71,46.9,0.0
2913606,Ilhéus,BA,65,Weibull,772.54,0.1428,11.827,0.758,0.9986,5.76,61.6,0.0
2914802,Itabuna,BA,65,Weibull,711.33,0.1403,11.827,0.758,0.9986,5.25,56.8,0.0
